symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple,original_risk_percent,v12_quality_tier,pre_satellite_risk_percent,satellite_v12_tier
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-06-11 04:00:00+00:00,2013-06-11 20:00:00+00:00,0.025,-0.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-06-12 08:00:00+00:00,2013-06-12 12:00:00+00:00,0.55,-0.9999999999999998,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-06-13 20:00:00+00:00,2013-06-14 12:00:00+00:00,0.15,-0.9999999999999943,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-06-28 04:00:00+00:00,2013-07-01 12:00:00+00:00,0.025,0.3657211719177787,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-07-02 04:00:00+00:00,2013-07-03 08:00:00+00:00,0.025,2.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-07-02 08:00:00+00:00,2013-07-04 00:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2013-07-04 16:00:00+00:00,2013-07-09 16:00:00+00:00,0.5,3.0,0.5,UNCHANGED,0.5,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-07-05 16:00:00+00:00,2013-07-10 08:00:00+00:00,0.15,-0.9999999999999931,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2013-07-05 16:00:00+00:00,2013-07-09 00:00:00+00:00,0.5,-1.0000000000000107,0.5,UNCHANGED,0.5,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-07-06 00:00:00+00:00,2013-07-10 08:00:00+00:00,0.15,-0.9999999999999944,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-07-20 00:00:00+00:00,2013-07-22 04:00:00+00:00,0.15,-1.0000000000000036,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2013-07-31 16:00:00+00:00,2013-08-01 00:00:00+00:00,0.5,-1.0000000000000082,0.5,UNCHANGED,0.5,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2013-08-01 20:00:00+00:00,2013-08-02 16:00:00+00:00,0.15,-0.9999999999999987,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2013-08-08 08:00:00+00:00,2013-08-09 04:00:00+00:00,0.05,-0.9999999999999903,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-08-08 20:00:00+00:00,2013-08-09 20:00:00+00:00,0.55,-1.0000000000000244,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2013-08-14 16:00:00+00:00,2013-08-15 16:00:00+00:00,0.4,0.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2013-08-15 12:00:00+00:00,2013-08-15 16:00:00+00:00,0.4,-0.9999999999999886,0.4,UNCHANGED,0.4,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-08-27 04:00:00+00:00,2013-08-29 04:00:00+00:00,0.025,0.398037162127909,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-09-10 08:00:00+00:00,2013-09-16 04:00:00+00:00,0.15,4.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-09-10 12:00:00+00:00,2013-09-12 12:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-09-10 16:00:00+00:00,2013-09-12 00:00:00+00:00,0.15,-1.0000000000000104,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2013-09-13 16:00:00+00:00,2013-09-19 00:00:00+00:00,0.5,3.0,0.5,UNCHANGED,0.5,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-09-16 04:00:00+00:00,2013-09-19 00:00:00+00:00,0.55,3.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-09-18 20:00:00+00:00,2013-09-19 00:00:00+00:00,0.15,4.0,0.15,UNCHANGED,0.15,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-09-19 00:00:00+00:00,2013-09-20 16:00:00+00:00,0.55,0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-09-19 08:00:00+00:00,2013-09-23 12:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-09-19 12:00:00+00:00,2013-09-21 00:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-09-19 16:00:00+00:00,2013-09-20 00:00:00+00:00,0.15,-0.9999999999999881,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-09-23 04:00:00+00:00,2013-09-24 12:00:00+00:00,0.025,-0.9999999999999888,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-09-23 08:00:00+00:00,2013-09-24 12:00:00+00:00,0.55,-1.0000000000000047,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-10-02 12:00:00+00:00,2013-10-03 20:00:00+00:00,0.15,-0.9999999999999861,0.15,UNCHANGED,0.15,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-10-02 16:00:00+00:00,2013-10-04 16:00:00+00:00,0.55,0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-03 04:00:00+00:00,2013-10-07 12:00:00+00:00,0.025,0.004524303801780281,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-04 04:00:00+00:00,2013-10-08 20:00:00+00:00,0.025,0.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2013-10-08 00:00:00+00:00,2013-10-08 12:00:00+00:00,0.15,-0.9999999999999942,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-08 08:00:00+00:00,2013-10-08 20:00:00+00:00,0.55,0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-09 08:00:00+00:00,2013-10-10 08:00:00+00:00,0.55,0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-11 04:00:00+00:00,2013-10-14 04:00:00+00:00,0.025,-0.9999999999999967,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-14 08:00:00+00:00,2013-10-15 12:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-17 08:00:00+00:00,2013-10-17 16:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-10-18 12:00:00+00:00,2013-10-21 16:00:00+00:00,0.55,-0.9999999999999996,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-10-21 08:00:00+00:00,2013-10-22 08:00:00+00:00,0.15,-0.999999999999981,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-10-23 04:00:00+00:00,2013-10-23 12:00:00+00:00,0.15,-1.0000000000000182,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2013-10-23 08:00:00+00:00,2013-10-29 16:00:00+00:00,0.05,-0.9999999999999951,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-24 04:00:00+00:00,2013-10-24 12:00:00+00:00,0.025,-0.9999999999999909,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2013-10-24 08:00:00+00:00,2013-10-24 12:00:00+00:00,0.55,-0.9999999999999996,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2013-10-25 08:00:00+00:00,2013-10-28 04:00:00+00:00,0.05,-0.9999999999999937,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-11-06 16:00:00+00:00,2013-11-07 16:00:00+00:00,0.15,-1.0000000000000226,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-12 04:00:00+00:00,2013-11-18 12:00:00+00:00,0.05,0.5959183309146381,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-12 08:00:00+00:00,2013-11-13 20:00:00+00:00,0.05,-0.9999999999999837,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-12 12:00:00+00:00,2013-11-13 16:00:00+00:00,0.05,-0.9999999999999867,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-14 12:00:00+00:00,2013-11-19 04:00:00+00:00,0.05,-0.9999999999999846,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2013-11-14 16:00:00+00:00,2013-11-21 08:00:00+00:00,0.5,0.0029608598028357017,0.5,UNCHANGED,0.5,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-15 04:00:00+00:00,2013-11-18 12:00:00+00:00,0.05,-1.0000000000000049,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-15 12:00:00+00:00,2013-11-18 12:00:00+00:00,0.05,-0.9999999999999889,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2013-11-15 16:00:00+00:00,2013-11-19 16:00:00+00:00,0.4,-1.0000000000000089,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2013-11-15 16:00:00+00:00,2013-11-25 20:00:00+00:00,0.5,0.33379356706853575,0.5,UNCHANGED,0.5,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-11-18 08:00:00+00:00,2013-11-19 16:00:00+00:00,0.15,-1.0000000000000064,0.15,UNCHANGED,0.15,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-11-20 04:00:00+00:00,2013-11-20 20:00:00+00:00,0.55,-1.0000000000000266,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-11-21 08:00:00+00:00,2013-11-22 04:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-21 08:00:00+00:00,2013-11-26 20:00:00+00:00,0.05,1.19223079299037,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-11-21 12:00:00+00:00,2013-11-23 00:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-21 12:00:00+00:00,2013-11-26 20:00:00+00:00,0.05,0.7939930600379003,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-11-21 16:00:00+00:00,2013-11-25 04:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-21 16:00:00+00:00,2013-11-26 20:00:00+00:00,0.15,0.7690526996073852,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-11-21 20:00:00+00:00,2013-11-25 04:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-22 00:00:00+00:00,2013-11-26 20:00:00+00:00,0.15,0.19578632198726603,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-22 04:00:00+00:00,2013-11-26 20:00:00+00:00,0.05,0.11097663455530425,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-11-22 16:00:00+00:00,2013-11-25 20:00:00+00:00,0.15,-1.0000000000000013,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-11-23 00:00:00+00:00,2013-11-25 16:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-25 04:00:00+00:00,2013-11-27 00:00:00+00:00,0.05,-0.9999999999999881,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-25 08:00:00+00:00,2013-11-26 00:00:00+00:00,0.05,-0.9999999999999877,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2013-11-27 12:00:00+00:00,2013-12-02 04:00:00+00:00,0.4,2.5,0.4,UNCHANGED,0.4,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-27 16:00:00+00:00,2013-11-29 12:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-28 00:00:00+00:00,2013-12-03 12:00:00+00:00,0.15,1.069701006522941,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2013-11-28 12:00:00+00:00,2013-12-04 12:00:00+00:00,0.4,0.0,0.4,UNCHANGED,0.4,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-11-29 04:00:00+00:00,2013-11-29 12:00:00+00:00,0.05,-0.9999999999999857,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-02 12:00:00+00:00,2013-12-03 12:00:00+00:00,0.05,0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-02 16:00:00+00:00,2013-12-03 12:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-02 20:00:00+00:00,2013-12-03 12:00:00+00:00,0.15,-1.000000000000007,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-12-03 04:00:00+00:00,2013-12-03 16:00:00+00:00,0.025,-1.0000000000000113,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-03 08:00:00+00:00,2013-12-03 12:00:00+00:00,0.05,-0.999999999999988,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-12-03 12:00:00+00:00,2013-12-04 12:00:00+00:00,0.15,-0.9999999999999966,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-12-04 04:00:00+00:00,2013-12-05 20:00:00+00:00,0.025,-0.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-12-06 08:00:00+00:00,2013-12-06 16:00:00+00:00,0.55,-0.9999999999999994,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-12-09 20:00:00+00:00,2013-12-10 16:00:00+00:00,0.15,-0.9999999999999983,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-12-10 04:00:00+00:00,2013-12-10 16:00:00+00:00,0.15,-0.9999999999999827,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-12-10 08:00:00+00:00,2013-12-10 12:00:00+00:00,0.15,-1.0000000000000144,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-13 00:00:00+00:00,2013-12-13 16:00:00+00:00,0.15,-1.000000000000008,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-19 00:00:00+00:00,2013-12-27 12:00:00+00:00,0.15,0.9394774853867817,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2013-12-24 08:00:00+00:00,2013-12-30 04:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2013-12-26 12:00:00+00:00,2013-12-27 16:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-26 12:00:00+00:00,2013-12-31 04:00:00+00:00,0.05,0.389986817492168,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-27 20:00:00+00:00,2014-01-02 16:00:00+00:00,0.15,-0.9999999999999961,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2013-12-30 04:00:00+00:00,2013-12-30 20:00:00+00:00,0.05,-1.0000000000000075,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2013-12-30 20:00:00+00:00,2014-01-02 16:00:00+00:00,0.15,0.24275346673481937,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2014-01-10 16:00:00+00:00,2014-01-13 12:00:00+00:00,0.4,-1.0000000000000173,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2014-01-10 16:00:00+00:00,2014-01-13 12:00:00+00:00,0.5,-1.0000000000000027,0.5,UNCHANGED,0.5,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2014-01-23 04:00:00+00:00,2014-01-24 08:00:00+00:00,0.025,2.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2014-01-23 16:00:00+00:00,2014-01-24 16:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2014-01-28 16:00:00+00:00,2014-01-29 16:00:00+00:00,0.4,-1.0000000000000109,0.4,UNCHANGED,0.4,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2014-02-03 04:00:00+00:00,2014-02-03 12:00:00+00:00,0.025,-0.9999999999999989,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2014-02-12 16:00:00+00:00,2014-02-14 20:00:00+00:00,0.2,3.0,0.2,UNCHANGED,0.2,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2014-02-12 20:00:00+00:00,2014-02-14 08:00:00+00:00,0.15,-1.0000000000000056,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2014-02-13 00:00:00+00:00,2014-02-13 08:00:00+00:00,0.15,-1.0000000000000047,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2014-02-13 12:00:00+00:00,2014-02-17 04:00:00+00:00,0.4,3.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2014-02-13 20:00:00+00:00,2014-02-17 12:00:00+00:00,0.15,1.4272339443991457,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2014-02-21 16:00:00+00:00,2014-02-21 20:00:00+00:00,0.4,-0.9999999999999927,0.4,UNCHANGED,0.4,UNCHANGED
